timestamp,case_id,case_name,case_category,priority,api_name,method,path,status,expected_http_status,actual_http_status,expected_result_type,actual_result_type,request_payload,response_body,assertion_summary,error_message
2026-05-26 16:47:07,CHAT-011,messages 为空数组,boundary_validation,P1,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": []}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-012,messages 不是数组,type_validation,P0,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": {""role"":""user"",""content"":""介绍一下Python""}}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-013,messages 元素缺少 role,required_validation,P0,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""content"":""介绍一下Python""}]}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-014,messages 元素缺少 content,required_validation,P0,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""role"":""user""}]}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-015,model 传整数,type_validation,P0,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":123,""messages"": [{""role"":""user"",""content"":""介绍一下Python""}]}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-016,role 传整数,type_validation,P1,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""role"":1,""content"":""介绍一下Python""}]}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-017,content 传数组,type_validation,P1,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""role"":""user"",""content"": [""介绍一下Python""]}]}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-018,compliance_check 传字符串,type_validation,P1,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""role"":""user"",""content"":""介绍一下Python""}],""compliance_check"":""1""}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-019,compliance_check=-1,enum_validation,P1,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""role"":""user"",""content"":""介绍一下Python""}],""compliance_check"":-1}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-020,compliance_check=4,enum_validation,P1,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""role"":""user"",""content"":""介绍一下Python""}],""compliance_check"":4}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
2026-05-26 16:47:07,CHAT-021,成功响应固定结构校验,response_schema,P0,chat_completions,POST,/v1/chat/completions,error,200,404,success,validation_error,"{""model"":""Qwen3.6-35B-A3B"",""messages"": [{""role"":""user"",""content"":""请简单介绍机器学习""}]}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 200，实际 404
2026-05-26 16:47:07,CHAT-022,失败响应固定结构校验,response_schema,P0,chat_completions,POST,/v1/chat/completions,error,422,404,validation_error,validation_error,"{""model"":123,""messages"": [{""role"":""user"",""content"":""介绍一下Python""}]}","{""detail"": ""Not Found""}",执行或断言失败,AssertionError: HTTP 状态码不匹配: 期望 422，实际 404
